Category,Cleaned_Resume,Predicted_Category
Java Developer,TECHNICALSKILLS SpringMVC Hibernate JDBC Java J2EE AzureWeb SunTechnologies Services JSP Struts Servlet RestApi Scripting JavaScript AJAX HTML JSON OpenSourceTechnologies PHP Database MsSQL MySQL Oracle WebServers ApacheTomcatServer Internettechnologiesand OnesignalWebPushNotifications AzurewebServices frameworks IONIC HTML JSON OperatingSystem WindowsServer2012R2 WinXP 7 8 1 10 Linux Mac OS Education Details August 2013 July 2016 Computer Engineering Nashik Maharashtra Late G N Sapkal COE Nashik July 2009 June 2013 Diploma Computer technology Nashik Maharashtra K K Wagh Polytechnic Nashik Java developer Java Developer Skill Details AJAX Exprience 12 months DATABASE Exprience 24 months HTML Exprience 24 months J2EE Exprience 6 months JAVA Exprience 24 months Spring MVC Exprience 12 months Ionic 3 Exprience 6 months Angular JS Exprience 6 months Spring Exprience Less 1 year months Java Exprience Less 1 year monthsCompany Details company Replete business solutions pvt ltd description Working Java developer spring MVC MySQL MsSql Java J2EE Ajax Javascript ionic 3 framework angular js etc Technologies,Java Developer
Java Developer,Operating Systems Windows XP 7 10 Tools Packages Visual Basic 6 0 UML Packet Tracer Web technologies Core java Advance java JSP Hibernate Spring Languages known C C Databases SQL AREAS INTEREST Software Development Programming Academic Projects Details Diploma Title Banking Software Description used GSM technology transaction message security purpose Environment OS Windows XP Technologies used frontend visual basic 6 0 Backend oracle 9i Title Single Sign Description created single sign mechanism network security Environment OS Windows 7 Technologies Used Frontend java Backend Oracle 10g Title Text Based Graphical Password Overcome Shoulder Surfing Attacks Description created secure password system using Random Printing Algo Environment OS Windows 10 Technologies used Frontend Java Backend MySQL Company Title Agriculture Management System Description Created Web application Agriculture system Farming Environment OS Windows 10 Technologies used Frontend Hibernate Backend MySQL Education Details June 2015 February 2018 computers computer Pune Maharashtra Savitribai Phule Pune University June 2007 C Solapur Maharashtra Maharashtra Secondary Board Java Developer Java Developer Skill Details JAVA Exprience 6 months DATABASES Exprience 6 months Hibernate Exprience Less 1 year months Jsp Exprience Less 1 year months Servlet Exprience Less 1 year monthsCompany Details company Maxgen Technologies Pvt Ltd description 1 Working java developer Hibernate technology Developing web application using JSP servlet hibernate company Prakshal academy description working trainer taught N CCNA routing switching,Java Developer
Java Developer,Computer Skills Languages Script JSP Servlet HTML CSS Java Script Jquery Ajax Spring Hibernate Operating System Microsoft Windows 2003 XP Vista 7 8 Databases SQL Concepts OOPS Core java Advance java Development Tool Eclipse Net beans IDE Web Server Apache Tomcat 7 0Education Details January 2007 H C Amravati Maharashtra VidyaBharati college January 2005 C Amravati Maharashtra Holy Cross English School Java Developer Java Developer Kunal Services Pvt Ltd Skill Details ECLIPSE Exprience Less 1 year months JAVA Exprience 14 months HIBERNATE Exprience Less 1 year months SPRING Exprience Less 1 year months jQuery Exprience Less 1 year monthsCompany Details company Kunal Services Pvt Ltd description Currently Working Java Developer Winsol Solution Pvt Ltd 1 July 2017 Till Date Experience 2 Yrs Java Developer Kunal Services Pvt Ltd,Java Developer
Java Developer,Education Details January 2016 B E Information Technology Pune Maharashtra Sawitribai Phule Pune University Java Developer Java Developer Vertical Software Skill Details Company Details company Vertical Software description Expertise design development web applications using J2EE Servlets JSP JavaScript HTML CSS JQUERY AJAX JSON Experienced developing applications using MVC architecture Good understanding Software Development Life Cycle Phases Requirement gathering analysis design development unit testing Languages open Source Java J2EE Spring Hibernate Frame Work Scripting Languages Server Java JSP Servlets DB Connectivity Side Program JDBC JavaScript jQuery Ajax JSON Application Server TomCat Database MongoDB MySql IDEs Eclipse 1 Project Title Expense Ledger Role Java Developer Tools Technologies Java Jsp Servlet MySql JavaScript Json Jquery Ajax 2 Project Title Trimurti Developer Realestate Role Java Developer Tools Technologies Java Jsp Servlet MySql JavaScript Json Jquery Ajax 3 Project Title Vimay Enterprise Role Java Developer Tools Technologies Java Jsp Spring Hibernate Maven Jquery Ajax company Higher Secondary School description Pune 58 8,Java Developer
Java Developer,TECHNICAL SKILLS Programming Languages Java Servlet JSP Spring Boot Web Technology HTML5 CSS3 Bootstrap JavaScript JQuery Ajax AngularJs Database MySQL IDE Tool Eclipse spring tool Suit Net beans Sublime Text Atom Operating System Windows XP 7 8 10 ACHIEVEMENT Java Developer Certificate Unanth Technical Institute Java Certificate solo Learn Command line crash Course certificate Udemy JOB DETAILS Education Details January 2018 C Pune Maharashtra Pune University January 2015 B C Amravati Maharashtra Amravati University January 2012 H C Amravati Maharashtra Amravati University January 2010 C Amravati Maharashtra Amravati University Java developer Full Stack Java Developer Skill Details Css Exprience Less 1 year months Ajax Exprience Less 1 year months Servlet Exprience Less 1 year months Html5 Exprience Less 1 year months Spring Exprience Less 1 year months Java Exprience Less 1 year months Jquery Exprience Less 1 year months Jsp Exprience Less 1 year months Javascript Exprience Less 1 year months Bootstrap Exprience Less 1 year months Spring Boot Exprience Less 1 year monthsCompany Details company Salcluster technologies description Worked java developer Developed 3 projects using java servlet jsp ajax web technologies company Salcluster Technologies LLP description Technology Core Java Servlet JSP HTML5 CSS3 Bootstrap Javascript Jquery Ajax Bootstrap PROJECT DETAILS 1 Title GST Sales Billing Softwares Status Completed Duration 1 5 Months Abstract Web application made using Java Servlet JSP JavaScript Jquery Ajax MySQL back end client website used Billing includes GST Billing Generate print invoice five master pages four common pages Masters include customer master item master uom master setup master reason master common pages like sales order payments sales return invoice 2 Title Dinman News website Status Completed Duration 1 Months Abstract Website project using Java Servlet JSP JavaScript Jquery Ajax MySQL back end clients website used displaying online video text news 2 Title Agri Management Website Status Completed Duration 1 5 Months Abstract Website project using Java Servlet JSP JavaScript Jquery Ajax MySQL back end used purchasing selling vegetables india company OmegaSoft Technologies pvt ltd description Company Name OmegaSoft Technologies pvt ltd ISO certified Company Duration 5 months Technology Java Spring Hibernate AngularJs Ajax KendoUI BootStrap Architecture MVC Architecture Service based Programming Project Module Login Registration Role Assignment Payments INTERNSHIP PROJECT DETAILS 1 Title Employment Times Status Completed Duration 4 Months Abstract Website project using Java Spring Hibernate Angular Js Ajax MySQL back end client website used posting newspapers India 12 Modules Admin Panel E paper Posting Subscriptions many light weight website built using MVC Architecture Service based Architecture also post advertisements website share news Facebook social media directly Payment module users able make payments online debit credit card E Wallet,Java Developer
Java Developer,SKILLS 1 Team leading 2 Self motivated 3 Hard working Strengths Ready learn new Programming Languages Punctual Discipline Respectfulness DECLARATION hereby inform statement made true best knowledge belief Education Details August 2014 July 2017 MCA Computer Sciene Amravati Maharashtra SGBAU Amaravti Java Web Developer Skill Details Core Java JSP Servlet Spring Hibernate Struts Javascript Exprience 6 monthsCompany Details company Salcluster Technologies description 1 Java web developer 2 Jsp servlet Sprinng MVC Technologies,"Based on the provided resume, the job title is ""Java Web Developer""."
Java Developer,Skills Language Java Operating System Windows Linux CentOS 6 6 Databases Oracle SQL Derby Embedded DB IDE Eclipse Oxygen Tools SonarQube Putty Responsibilitis Participated requirements gathering design development meetings Reviewed code debugged errors improve performance Coordinated systems partners finalize designs confirm requirements Consistently met deadlines requirements production work orders Collaborated developers identify alleviate number bugs software provided maintenance development bug fixes patch sets existing applications Education Details Bachelor Engineering Computer Savitribai Phule Pune University Java Developer Java Developer Aurus Tech Pvt Ltd Skill Details JAVA Exprience 32 months LINUX Exprience 6 months Adavance Java Exprience Less 1 year months Derby Exprience Less 1 year months Oracle Exprience Less 1 year monthsCompany Details company Aurus Tech Pvt Ltd description 2 years experience working Payment Gateway Solutions provider Core Java Hardworking Java Developer enthusiastic working multicultural teams company Aurus Tech Pvt Ltd description Participated requirements gathering design development meetings Reviewed code debugged errors improve performance Coordinated systems partners finalize designs confirm requirements Consistently met deadlines requirements production work orders Collaborated developers identify alleviate number bugs software provided continued maintenance development bug fixes patch sets existing applications,Java Developer
Business Analyst,Education Details Computer Science Mumbai Maharashtra Mumbai University HSC Mumbai Maharashtra Maharashtra State Board SSC Mumbai Maharashtra Maharashtra State Board Business Analyst Business Analyst Fino Payments Bank Skill Details Company Details company Fino Payments Bank description Key Role depth requirement input gathering Responsibilities Achievements Conducted depth requirement input gathering concerned stakeholders Business SMEs Technical Architect Business Architect create artifacts like Business Requirement Document BRD arrive functional requirements development team Created Functional Specification Document FSD highlighting technical implementation use cases Led Merchant Commission Module project end end co ordinated CUG Live Designed Account Opening Process flow end end time bank going Live SPOC configurations account level customer level production Led Cash Controlling Processes field users per requirement business team Design build proof concepts validate viability alternate approaches determine optimum choice Involved Process Design development products Performed Functional Testing entire system provided support UAT preparing UAT test cases performing UAT tests onboard new processes BAU Worked development teams arriving detailed techno functional specifications participate Feasibility Analysis Conducting twice week meetings vendor discuss status CRs resolve technical queries company Fino Paytech Pvt Ltd description Key Role Requirement gathering Development Testing Responsibilities Achievements Requirement gathering preparation traceability matrix preparation execution use cases developing test plans based requirements Airtel Zambia National Partner Project Led employee profile creation maintenance employee details database Preparation work flow end end development testing module Designed work flow process CAPA Corrective Action Preventive Analysis module maintain audit findings raised internal audit team Designed Expense Management module automated end end house expense flow Designed PMO tool Parivartan used tracking projects end end,Business Analyst
Business Analyst,Technical Skills Application Servers IIS 6 0 Jboss 7 1 Database SQL Oracle DB2 Report Tool iReport Crystal report Career GraphEducation Details Business Analyst Business Analyst Zensar Technologies Ltd Skill Details CRYSTAL REPORT Exprience 15 months DATABASE Exprience 6 months DB2 Exprience 6 months IIS Exprience 6 months IIS 6 Exprience 6 monthsCompany Details company Zensar Technologies Ltd description Location Goregoan Mumbai Client SUN Pharmaceutical Designation Business Analyst Role Requirement gathering gap analysis support end user training documentation company Proteus Technologies Pvt Ltd description Base Information Management Pvt Ltd Mumbai base software service provider core competency proven track record installations Enterprise Wide Solutions Base customers come industries wide Pharmaceuticals Life Sciences Plastics Engineering Chemicals company Wings Infonet Pvt Ltd description solutions Provider Company Company provides comprehensive technology solutions Accounting trade payroll Asset Management firms across world company Hiral Tektronix Pvt Ltd description Software relates recruitment HRMS accounting Payroll Job Responsibilities ERP Implementation go live support Documenting user requirements developing specifications customization Integrating modules integration testing extending Post Go live support including training support end users Drafting functional requirements ERP systems represent processes functions involved Guiding users using various modules management various functional issues Delivering awareness various reports available ERP system day day transactions MIS reporting departments System Audit better results follow ups Observation Developing designing report using iReport crystal report,Business Analyst
Business Analyst,Key Skills Requirement Gathering Requirement Analysis Design Specifications Client Communication System Documentation Problem solving SDLC Operating Systems Windows OS UNIX Linux Ubuntu Languages Java C Web Languages JavaScript HTML Tools Citrix Software System Architect Quality Center v9 0 v10 0 Tortoise SVN DOORS Artifact Viewer JformDesigner JIRA Microsoft D365 Skills Microsoft Office MS Excel MS PowerPoint MS Visio AutoCAD VLSI MS CIT Certified Education Details January 2012 Electronics Mumbai Maharashtra Mumbai University January 2006 Maharashtra State Board Business Analyst Business Analyst Intertek India Pvt Ltd Skill Details SDLC Exprience 75 months VISIO Exprience 60 months REQUIREMENT GATHERING Exprience 15 months Documentation Exprience Less 1 year months Functional Testing Exprience Less 1 year months Business Analysis Exprience Less 1 year months Jira Exprience Less 1 year monthsCompany Details company Intertek India Pvt Ltd description Business Analyst Key responsibilities include Requirements Gathering Requirements Analysis Documentation like FRD creation Providing KT sessions team Client Communication Gap Analysis company Intertek India Pvt Ltd description Requirement Gathering Businesses Creating FRDs Vendor interaction functional technical disciplines Creating Project Plan Walkthrough team regarding requirement Change Proposal Management Effort Estimation Impact Gap Analysis Actively participate Change proposal implementation testing define ways improvement enhancement Defect analysis clarifying functional queries team members developers Creating UAT Test cases Executing Test Management Test Data creation Test Case writing Test Case Execution Manual Regression tests various stages SDLC Project Details Project 1 Inlight Feb 2018 till date Platform Net Description Inlight Supplier Risk Assessment Application Inlight Application designed assess Suppliers within Supply chain Application boards Importers Exporters Suppliers Based role perform Questionnaire assigned fill Questionnaire Basis answer scoring methodology defined Suppliers assessed Critical High Medium Low helps assessing risk involved working certain Suppliers Supply chain Beyond Curriculum Completed Internship L Attended Logistics Business School Training Germany A1 Certified German Language Travelled Onsite Business Meetings Discussions Clients Personal Dossier company AllCargo India Pvt Ltd description FRD creation Client communication Vendor Management product Walk team company AllCargo India Pvt Ltd description Requirement Gathering Businesses Creating BRDs FSDs Vendor interaction functional technical disciplines Creating Project Plan Analyzing business requirements defining consistent correct complete specification Change Proposal Management Effort Estimation Impact Gap Analysis Actively participate Change proposal implementation testing define ways improvement enhancement Defect analysis clarifying functional queries team members developers Prepare Requirement document User manual Test cases training material Test Management Test Data creation Test Case writing Test Case Execution Manual Regression tests various stages SDLC Project Details Project 1 CRM Nov 2017 Feb 2018 Platform Microsoft D365 Description CRM Sales Management System CRM Software solution specially designed handling Sales Management product provided Microsoft helps tracking sales company activities salesperson 360 degree view customer accounts basically helps get overall status view various businesses company achieving different Customers platform salesperson provides details Lead Opportunity Accounts Businesses Available Cloud Project 2 Credit Risk Nov 2017 Feb 2018 Platform Net Description Credit Risk Customer credit check Management System Credit Risk Software solution specially designed checking credit status customer businesses gained software basically designed take KYC consent customer customers provide consent credit report monitoring report obtained Credit Bureau Based reports customer health determined business either discontinued Work Experience 3 company Capgemini India Pvt Ltd description Client DB Schenker Analyzing business requirements defining consistent correct complete specification Change Proposal Management Effort Estimation Impact Gap Analysis Actively participate Change proposal implementation testing define ways improvement enhancement Defect analysis clarifying functional queries team members developers Prepare Requirement document User manual Test cases training material Impart business process knowledge transfer team members Prepare business functional process workflow using Visio UML etc Working knowledge OOAD Object Oriented Analysis Design concept Helping Junior BAs work Supervising work Tools Applications System Architect DOORS UML designs concepts HP Quality Center MWB Jformdesigner Test Management Test Data creation Test Case writing Test Case Execution Manual Regression tests various stages SDLC Project Details company Capgemini India Pvt Ltd description Platform Java Description TANGO Sea Air Cargo Management System TANGO Software solution specially designed handling sea air cargo Import Export Management TANGO manages creation Shipment Tracking shipment via multiple service legs e Pick Delivery leg etc helps managing end end shipment respect entire department involvement globally Work Experience 2 company Capgemini India Pvt Ltd description,Business Analyst
Business Analyst,Skills Area Exposure Modeling Tool Bizagi MS Visio Prototyping Tool Indigo Studio Documentation MS Office MS Word MS Excel MS Power Point Testing Proficiency Smoke Sanity Integration Functional Acceptance UI Methodology implemented Waterfall Agile Scrum Database SQL Testing Tool HPQC Business Exposure Education Details Bachelor Computer Engineering Computer Engineering Mumbai Maharashtra Thadomal Shahani Engineering college Diploma Computer Engineering Ulhasnagar Maharashtra Institute Technology Secondary School Certificate Ulhasnagar Maharashtra New English High School Senior Business Analyst RPA Senior Business Analyst RPA Hexaware Technologies Skill Details DOCUMENTATION Exprience 47 months TESTING Exprience 29 months INTEGRATION Exprience 25 months INTEGRATOR Exprience 25 months PROTOTYPE Exprience 13 monthsCompany Details company Hexaware Technologies description Working RPA Business Analyst company BBH Brown Brothers Harriman Co description private bank provides commercial banking investment management brokerage trust services private companies individuals also performs merger advisory foreign exchange custody services commercial banking corporate financing services Responsibilities Performed Automation Assessment various Processes identified processes candidates RPA Conducting Assessment involves initial Understanding Existing System technology processes Usage tools Feasibility tool automation tool along automation ROI analysis Preparing Automation Potential Sheet describes steps process volume frequency transaction AHT taken SME perform process depending steps could automated Automation potential manual efforts saved calculated Calculating complexity Process considered automation depending factors Number Bots Number Automation tool Licenses determined Implementing Proof Concept POC Validate Feasibility executing selected critical use cases conducting POC helps identify financial operational benefits provide recommendations regarding actual need complete automation Gathering business requirements conducting detailed interviews business users stakeholders Subject Matter Experts SME Preparing Business Requirement Document converted Business requirements Functional Requirements Specification Constructing prototype early toward design acceptable customer feasible Assisting designing test plans test scenarios test cases integration regression user acceptance testing UAT improve overall quality Automation Participating regularly Walkthroughs Review meetings Project Manager QA Engineers Development team Regularly interacting offshore onshore development teams company FADV First Advantage description criminal background check company delivers global solutions ranging employment screenings background checks following processes covered Email Process Research Process Review Process Responsibilities Requirement Gathering conducting Interviews Brainstorming sessions stakeholders develop decision models execute rules per use case specifications Test validate decision models document test data maintain enhance decision models changes regulations per use case specifications Responsible performing business research make business growth Developing clear understanding existing business functions processes Effectively communicate onsite clients queries suggestions update Giving suggestions enhance current processes Identifying areas process improvement Flagging potential problems early stage Preparing PowerPoint presentations documents business meetings Using information gathered write detailed reports Highlighting risks issues could impact project delivery Able work accurately develop maintain documentation internal team training client end user operations work efficiently team members across teams mentor train junior team members company Clinical Testing Lab Work Diagnostic Testing description IQVIA provides services customers includes Clinical Testing Lab Work Diagnostic Testing clinical trial customers need pay IQVIA aging details invoices generated following processes covered Tracking Payments Automated Real Time Metrics Reporting Dashboard Past Due Notifications AR Statements Credit Rebill Responsibilities Conducting meetings clients key stakeholders gather requirements analyze finalize formal sign offs approvers Gather perform analysis business requirements Translating business requirements Business Requirement Document BRD Functional Requirement Document FRD Facilitating meetings appropriate subject matter experts business technology teams Coordinating business user community execution user acceptance test well tracking issues Working collaborating coordinating Offshore Onsite team members fulfill BA responsibilities project initiation Post Implementation Reviewing test scripts business users well technology team Execute test scripts expected results System Integration Test SIT User Acceptance Test UAT Coordinating conducting Production Acceptance Testing PAT business users Creating flow diagrams structure charts types system process representations Managing changes requirements baseline change control process Utilizing standard methods design testing tools throughout project development life cycle Work closely operational functional teams operations management personnel various technology teams facilitate shared understanding requirements priorities across areas company Eduavenir Solution description Project B B Inventory management application allows user manage inventory details different warehouses different products located various locations help extract goods procured sold returned customers generates automated invoicesalong withcustomized reports also managescustomer complaint resolution system implementation along automated MIS monthly basis Sales forecastingis also developed MIS System streamlining process warehousing dispatch along online proof delivery management system POD documentation generated Responsibilities Participate requirement gathering discussion client understand flow business processes Analyze requirements determine core processes develop Process Documentation ensure stay date conjunction going changes Participate process flow analysis preparing BRD SRS Coordinating developers designers operations teams various nuances project communicate stakeholder requirements requirement enhancement implementation finally deliver within estimated timeframe Support UAT reviewing test cases manage version control documents software builds Coordinate stakeholders UAT sign coordinate internally production movement till Golive stage application Provide demo training internal end user using PowerPoint presentation Resolving project functional technical issues UAT Prioritizing Production bugs resolving within estimated timeframe Preparing Project Status Report Production Bugs Status stakeholders Promoting Networking online trading platform Designing query sheet obtaining comparison quotes various vendors Development product codes material codes inventory management Master Data Management company CAPGEMINI Head Office description Type Mobile Device Testing Duration January 2014 August 2014 Follet application takes electronic request user books requires particular follet store detailed information books include name book price date transaction parties involved sent follet stores User create request one books given date request processed user gets mail date provided book Responsibilities Understanding needs business requirements Preparing BRD SRS eliciting requirements client SMEs Understanding dependency modules system Preparation test plan Unit level Integration level Preparation execution test cases Defect tracking Issue Resolution Risk Monitoring Status Tracking Reporting Follow Preparation Test Completion report company CAPGEMINI Head Office description company CAPGEMINI Head Office description Humana health care insurance project U deals supplying various medicines citizens per doctor reference patient insurance policy application keeps track medicines user consumed past generates patient history citizen given drug doctor reference doctor information also linked patient history Responsibilities Understanding requirements getting clarifications client Involved writing test cases based test scenarios execute Ensuring Test Coverage using Requirement Traceability Matrix RTM Preparation Test Completion report company CAPGEMINI Head Office description Testing Trends WQR World Quality Report application allows users take survey different methods technologies used testing Users choose answer type questions three different categories Users facility search view export data excel Also users get daily weekly reports email new trends testing implemented around globe Testing Trends WQR app available Android IOS platforms Responsibilities Understanding requirements getting clarifications client Writing test cases based test scenarios executed Performing different types testing Functional Integration System UAT Defect resolution maintenance application,Business Analyst
Business Analyst,TECHNOLOGICAL SKILLS Knowledge Computers Windows platform Fluency MS Office Applications Excel Word PowerPoint etc HTML JAVA PHP ATTRIBUTES Hardworking towards achieving Goal Good communication skills Quick learner Good interpersonal relationEducation Details January 2016 January 2018 MMS Mumbai Maharashtra University Mumbai January 2016 January 2018 MMS Management Mumbai Maharashtra University Mumbai January 2014 B Sc Bandra MAHARASHTRA Rivzi College January 2011 HSC Bandra Maharashtra St Andrews College January 2011 HSC Allana Junior College January 2009 SSC Canossa High School January 2008 SSC Maharashtra State Board Business Analyst Business Analyst Mass Group Companies Skill Details EXCEL Exprience 23 months HTML Exprience 6 months JAVA Exprience 6 months PHP Exprience 6 months POWERPOINT Exprience 6 monthsCompany Details company Mass Group Companies description Key Role Analyst Responsibilities Manage risk provide risk management process Liaise project areas coordinate interdependencies resolve issues Analyse map business process Guide stakeholders devising effective efficient approaches achieving project objectives Preparation various Derivable e Business requirement functional requirement report specification company Commversion Pvt LTD description Responsibilities Employee Satisfaction reports Evaluate overall work Internal Audit Maintain timesheet validation Set Simple performance driven compensation strategies polices,Business Analyst
Business Analyst,Education Details February 2006 February 2006 TYBCOM Commerce mumbai Business Analyst Business Analyst Skill Details Company Details company Motilal Oswal description Business Analyst Handling Operation Institutional Equities Maintain Daily MIS Excel CAG Research Derivative Sales team Preparing Auto Dashboard Research Sales Trading team Working Excel Macro Create Innovative Report Working Block Related Data Working BD Fund different GEO Working Investors Corporate Meeting track Corporate Block Fund Interest Sector company FSS description Project Description Maintain prepare cash indent cash report cash position cash planning Responsibilities Maintain Daily MIS excel Provide complete information MIS ATM Maintain prepare cash indent cash report cash position cash planning Co ordinate BANK CASH DEPARTMENT Co ordinate custodians DEGREE COURSE YEAR PASSING GRADE INSTITUTE UNIVERSITY BOARD PERCENTAGE company ANGEL BROKING description Reporting Assistant Manager SR Manger Responsibilities Handling team 14 Quality assurance team members Maintain Daily MIS excel team productivity Maintain prepare repots adding comments remark mailing client modification given number Mailing reports different branches Coordinating RM Provide complete information script client,Business Analyst
Business Analyst,Key Skills Requirement Gathering Requirement Analysis Design Specifications Client Communication System Documentation Problem solving SDLC Operating Systems Windows OS UNIX Linux Ubuntu Languages Java C Web Languages JavaScript HTML Tools Citrix Software System Architect Quality Center v9 0 v10 0 Tortoise SVN DOORS Artifact Viewer JformDesigner JIRA Microsoft D365 Skills Microsoft Office MS Excel MS PowerPoint MS Visio AutoCAD VLSI MS CIT Certified Education Details January 2012 Electronics Mumbai Maharashtra Mumbai University January 2006 Maharashtra State Board Business Analyst Business Analyst Intertek India Pvt Ltd Skill Details SDLC Exprience 75 months VISIO Exprience 60 months REQUIREMENT GATHERING Exprience 15 months Documentation Exprience Less 1 year months Functional Testing Exprience Less 1 year months Business Analysis Exprience Less 1 year months Jira Exprience Less 1 year monthsCompany Details company Intertek India Pvt Ltd description Business Analyst Key responsibilities include Requirements Gathering Requirements Analysis Documentation like FRD creation Providing KT sessions team Client Communication Gap Analysis company Intertek India Pvt Ltd description Requirement Gathering Businesses Creating FRDs Vendor interaction functional technical disciplines Creating Project Plan Walkthrough team regarding requirement Change Proposal Management Effort Estimation Impact Gap Analysis Actively participate Change proposal implementation testing define ways improvement enhancement Defect analysis clarifying functional queries team members developers Creating UAT Test cases Executing Test Management Test Data creation Test Case writing Test Case Execution Manual Regression tests various stages SDLC Project Details Project 1 Inlight Feb 2018 till date Platform Net Description Inlight Supplier Risk Assessment Application Inlight Application designed assess Suppliers within Supply chain Application boards Importers Exporters Suppliers Based role perform Questionnaire assigned fill Questionnaire Basis answer scoring methodology defined Suppliers assessed Critical High Medium Low helps assessing risk involved working certain Suppliers Supply chain Beyond Curriculum Completed Internship L Attended Logistics Business School Training Germany A1 Certified German Language Travelled Onsite Business Meetings Discussions Clients Personal Dossier company AllCargo India Pvt Ltd description FRD creation Client communication Vendor Management product Walk team company AllCargo India Pvt Ltd description Requirement Gathering Businesses Creating BRDs FSDs Vendor interaction functional technical disciplines Creating Project Plan Analyzing business requirements defining consistent correct complete specification Change Proposal Management Effort Estimation Impact Gap Analysis Actively participate Change proposal implementation testing define ways improvement enhancement Defect analysis clarifying functional queries team members developers Prepare Requirement document User manual Test cases training material Test Management Test Data creation Test Case writing Test Case Execution Manual Regression tests various stages SDLC Project Details Project 1 CRM Nov 2017 Feb 2018 Platform Microsoft D365 Description CRM Sales Management System CRM Software solution specially designed handling Sales Management product provided Microsoft helps tracking sales company activities salesperson 360 degree view customer accounts basically helps get overall status view various businesses company achieving different Customers platform salesperson provides details Lead Opportunity Accounts Businesses Available Cloud Project 2 Credit Risk Nov 2017 Feb 2018 Platform Net Description Credit Risk Customer credit check Management System Credit Risk Software solution specially designed checking credit status customer businesses gained software basically designed take KYC consent customer customers provide consent credit report monitoring report obtained Credit Bureau Based reports customer health determined business either discontinued Work Experience 3 company Capgemini India Pvt Ltd description Client DB Schenker Analyzing business requirements defining consistent correct complete specification Change Proposal Management Effort Estimation Impact Gap Analysis Actively participate Change proposal implementation testing define ways improvement enhancement Defect analysis clarifying functional queries team members developers Prepare Requirement document User manual Test cases training material Impart business process knowledge transfer team members Prepare business functional process workflow using Visio UML etc Working knowledge OOAD Object Oriented Analysis Design concept Helping Junior BAs work Supervising work Tools Applications System Architect DOORS UML designs concepts HP Quality Center MWB Jformdesigner Test Management Test Data creation Test Case writing Test Case Execution Manual Regression tests various stages SDLC Project Details company Capgemini India Pvt Ltd description Platform Java Description TANGO Sea Air Cargo Management System TANGO Software solution specially designed handling sea air cargo Import Export Management TANGO manages creation Shipment Tracking shipment via multiple service legs e Pick Delivery leg etc helps managing end end shipment respect entire department involvement globally Work Experience 2 company Capgemini India Pvt Ltd description,Business Analyst
